"text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url","hashtags"
"RT @tonyschiltz: Thank you MLK for making my birth even a possibility #MLKDAY #TeamLightskin",1,FALSE,FALSE,821050127670349824,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",4,FALSE,"Here, there, everywhere",3934488973,"Advocator / Collaborator / Cyclist / Entrepreneur.  Chair, SLCo Women's Caucus.",FALSE,"Sun Oct 18 09:25:07 +0000 2015",343,71,290,FALSE,NA,"Seraya Amirthalingam",NA,"en",NA,215,"SerayaAmirth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY TeamLightskin"
"RT @Bharper3407: Today we celebrate the Life of Dr. Martin Luther King Jrí ½í¹í ¼í¿» #MLKDAY https://t.co/KZd5nwPbur",498,FALSE,FALSE,821050128391802880,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",3,FALSE,NA,2770378012,NA,FALSE,"Sun Sep 14 19:17:28 +0000 2014",37,360,17821,FALSE,"http://Instagram.com/jaelxn","jae",NA,"en",NA,213,"jaelxn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY"
"#60sSchmovies
Million Dollar Groovy Baby",0,FALSE,FALSE,821050128803004416,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",3,FALSE,"Here",2940897603,NA,TRUE,"Thu Dec 25 16:51:12 +0000 2014",3694,95,23,FALSE,NA,"ErnestMungEsq","London","en-gb",0,35,"ErnestMungEsq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60sSchmovies"
"RT @Oprah: From every mountainside, let freedom ring! #IHaveADream",765,FALSE,FALSE,821050128609984512,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",0,FALSE,NA,2442811443,NA,FALSE,"Fri Mar 28 20:17:11 +0000 2014",124,27,268,FALSE,NA,"Jaz",NA,"en",NA,256,"savage_jaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IHaveADream"
"RT @Lady_Tenacious: #SongLyricsNotToSingInJail I wanna know what love is. I want you to show me. í ½í¸",31,FALSE,FALSE,821050128756838400,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",4,FALSE,NA,554570967,"Actress | Dancer | Conceited | Dreamer |",TRUE,"Sun Apr 15 17:03:29 +0000 2012",37797,1608,118,FALSE,NA,"Stay Strong Babe :)",NA,"en",NA,4233,"Ebby_B_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SongLyricsNotToSingInJail"
"RT @TheBaxterBean: On #MLKday let's also remember 3rd highest-ranking Republican voted 2x against MLK holiday/creating hate crime lawsâ¦ ",66,FALSE,FALSE,821050128597389312,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",106,FALSE,NA,257808875,"I don't have time for racists, sexists, or fools (aka Donald supporters & FAUX News watchers) VOTE!!! Once a saltgunner, always a saltgunner!",TRUE,"Sat Feb 26 06:00:14 +0000 2011",46496,626,11062,FALSE,NA,"NotMyPresidentEither","Central Time (US & Canada)","en",-21600,602,"ParableofSower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/NAMR0SES/status/821022516512702466","","MLKday"
"RT @yungbreezyy_: í ½í¶í ¼í¿»í ¾í´í ¼í¿¼í ¾í´í ¼í¿½í ¾í´í ¼í¿¾í ¾í´í ¼í¿¿ #MLKday spread the loveâ£ï¸",8,FALSE,FALSE,821050128916217856,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",12,FALSE,"âï¸",590313305,"Humble â¨| on a money mission í ½í²°| patiently waiting on my queen í ½í±|í ½í±­í ¼í¼",TRUE,"Fri May 25 21:01:35 +0000 2012",89849,6690,1867,FALSE,NA,"kee í ¾í´¤í ½í¸",NA,"en",NA,4202,"_loldgaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKday"
"RT @MichaelSkolnik: Dr. Martin Luther King Jr.'s Last Speech.
""I've Been To The Mountaintop.""
April 3, 1968.
#MLKDay https://t.co/JepIqPnKpU",3270,FALSE,FALSE,821050128266129408,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",1,FALSE,"@idalishs",4449582502,"#BLM | latina | University of Connecticut Law",FALSE,"Fri Dec 11 15:04:14 +0000 2015",963,89,881,FALSE,NA,"Idalis","Pacific Time (US & Canada)","en",-28800,168,"prezidalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @RepKClark: ""The time is always right to do what is right."" -Martin Luther King, Jr. Happy #MLKDay https://t.co/GMFy5sAVV8",619,FALSE,FALSE,821050128333148160,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",19,FALSE,"St. Louis, MO",238218711,"Head Varsity Baseball Coach at CBC High School in St. Louis, MO.",FALSE,"Fri Jan 14 17:02:54 +0000 2011",4272,841,4447,FALSE,"http://www.cbccadets.org","Mason Horne",NA,"en",NA,122,"cadetbaseball",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @Bharper3407: Today we celebrate the Life of Dr. Martin Luther King Jrí ½í¹í ¼í¿» #MLKDAY https://t.co/KZd5nwPbur",498,FALSE,FALSE,821050128874295296,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",11,FALSE,"Natchitoches, LA",1099041169,"Be like water, free flowing  ORU '21 | 9|25|16 @caitobiní ½í²",TRUE,"Thu Jan 17 19:11:11 +0000 2013",12519,411,4199,FALSE,"https://m.youtube.com/channel/UCKqqgFRGwGrFSrIDI_YjJNQ","ZacÉ¦aÊÊâ¢",NA,"en",NA,366,"Zack_Sepulvado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY"
"RT @RachelleJervis: Happy #MLKDay! If your celebrating with service, check out @ESC @ChicagoCares &amp; @ServeDotGov! #MLKDayOfServiceâ¦ ",85,FALSE,FALSE,821050128786223104,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",22,FALSE,"Ramsey, New Jersey",2395363478,"http://www.AliveAfter.com/Â  - The Social Network for Survivalists & Preppers...like Facebook but focused. Join for free!  Start Groups, Blog, IM, more!",FALSE,"Tue Mar 18 00:49:24 +0000 2014",1379,50,1200,FALSE,"http://www.AliveAfter.com","AliveAfter",NA,"en",NA,1199,"lAiveAfter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://pukhtunkhwatimes.blogspot.com/","","MLKDay MLKDayOfService"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",1002,FALSE,FALSE,821050129322938368,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",3,FALSE,NA,3164342569,"i'm almost there.",TRUE,"Sun Apr 19 16:57:29 +0000 2015",5820,1208,2950,FALSE,NA,"Zoe is stuDYING","Pacific Time (US & Canada)","en",-28800,838,"HAHAMUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://youtu.be/8pZcyvF3fSk","","MLKDAY"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",1001,FALSE,FALSE,821050129176207360,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",0,FALSE,"Brazil",815647993814798336,NA,FALSE,"Sun Jan 01 19:56:50 +0000 2017",1654,184,23,FALSE,NA,"BELIEBERí ¼í¼¸",NA,"pt",NA,231,"sh_bieber_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://youtu.be/HDLLXUaqZxg","","MLKDAY"
"RT @SabrinaAnnLynn: At the center of non violence stands the principle of love #MLKDAY",221,FALSE,FALSE,821050129327280128,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",20,FALSE,"snap: MeiTheBae",3387551218,"proud owner of a camera, positive attitude, big smile, and 4.12 gpa:)",TRUE,"Wed Jul 22 15:44:06 +0000 2015",17077,998,120011,FALSE,"http://youtube.com/c/meilanchristial","mei-lan:)",NA,"en",NA,297,"MeilanChristial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY"
"RT @El_Universal_Mx: #EnPortada Reportan presunta balacera esta madrugada en Playa del Carmen
https://t.co/lLF89BOG1P",11,FALSE,FALSE,821050129251639296,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"es",0,FALSE,NA,117719441,NA,FALSE,"Fri Feb 26 11:35:32 +0000 2010",145,55,139,FALSE,NA,"Aldo Bernal","Mazatlan","es",-25200,173,"gualdokea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://nydn.us/2joPTqg","https://t.co/lLF89BOG1P","EnPortada"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",1002,FALSE,FALSE,821050128890990592,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",1,FALSE,"In Justin's heart ",2495439897,"Believe in something bigger than yourself and find your purpose - @Justinbieber 11/16/16í ½í¹í ¼í¿½í ½í´í ½í´ 25/6/17 í ½í¹í ¼í¿½  í ¼í·µí ¼í·±í ¼í·©í ¼í·ª",FALSE,"Sat Apr 19 19:21:11 +0000 2014",1669,102,1080,FALSE,NA,"JB FOLLOW ME PLEASE!",NA,"de",NA,148,"wiktoriastalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/lelepons/status/821042410725642240","","MLKDAY"
"RT @StephMcMahon: Always Peace. Always Love. Always Dream #MLKDay https://t.co/60xLEUXCX4",78,FALSE,FALSE,821050129494904832,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",17,FALSE,"Las Vegas, NV",2982119481,"Stay at home caregiver for my 91 yr. old mum & my grandsonsâ¤ï¸My greatest joys are Familyâ¤ï¸Steelers-American Grit-WWE & plenty of laughter in my life!",FALSE,"Sat Jan 17 04:57:16 +0000 2015",3549,620,6781,FALSE,NA,"Natalie Bryant",NA,"en",NA,1198,"NatsSassy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://youtu.be/uwuWseu259I","https://t.co/60xLEUXCX4","MLKDay"
"RT @cheolgf: â like the sky, my beloved is everywhere but next to me â¡ #CaratSelcaDay #17CaratSelcaDay https://t.co/Qjy6NTU2Qq",42,FALSE,FALSE,821050129432145920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",27,FALSE,"e j â¡ blm",754785183577018368,"'vernon i love you my brother from another mother'",FALSE,"Sun Jul 17 21:09:45 +0000 2016",22332,4552,46495,FALSE,"https://curiouscat.me/Iuvksoo","shannon","Pacific Time (US & Canada)","en",-28800,43,"Iuvksoo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CaratSelcaDay 17CaratSelcaDay"
"RT @WWE: In honor of #MLKDay, celebrate the careers of 6 @WWE Hall of Famers who broke barriers in sports-entertainment!â¦ ",89,FALSE,FALSE,821050129197240320,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",37,FALSE,"Lambeau Field",59595906,"Chicken wing wizard. Workout warrior. Sports and wrestling fanatic. #GoPackGo since '96. #BlackMenDontCheat & #ShootYourShot Activist",TRUE,"Thu Jul 23 21:34:57 +0000 2009",103010,1711,882,FALSE,NA,"Jam Jetson","Central Time (US & Canada)","en",-21600,1398,"ChefJamGodDamn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://vimeo.com/199627812","","MLKDay"
"@nlbmprez here's something I know you'll love. Happy #MLKDAY 
https://t.co/hpJGejdjtF",0,FALSE,FALSE,821050129348259840,"nlbmprez","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",821049302923542528,338057229,"en",38,FALSE,"Michigan, Detroit",15297042,"SON, BROTHER, FATHER, CARPENTER, LOVED BY FRIENDS & FAMILY",TRUE,"Wed Jul 02 11:09:26 +0000 2008",24032,538,1605,FALSE,NA,"BIG FRANK","Eastern Time (US & Canada)","en",-18000,720,"motorcitymoney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n.pr/2j1byS3","https://t.co/hpJGejdjtF","MLKDAY"
"We are not going to be silent! #ReclaimMLK https://t.co/UdEGHeV71U",0,FALSE,FALSE,821050128178040832,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:42:59 +0000 2017",NA,NA,"en",2,FALSE,"Philadelphia, PA",717528813073272832,NA,TRUE,"Wed Apr 06 01:46:14 +0000 2016",468,25,1355,FALSE,NA,"Scbeltz",NA,"en",NA,207,"scbeltz26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ReclaimMLK"
"RT @RoseAnnDeMoro: Martin Luther King Jr. recognized healthcare as a human right. The only real healthcare solution is #Medicare4All!â¦ ",278,FALSE,FALSE,821050130178576384,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",0,FALSE,"United States",812377540803391488,"Bet you don`t know I am 70`s baby that listens to Mobb Deep and Beastie Boys.",FALSE,"Fri Dec 23 19:21:13 +0000 2016",499,10,288,FALSE,NA,"ramona quimbye",NA,"en",NA,93,"rquimbye73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.xxlmag.com/rap-music/new-music/2017/01/j-cole-high-for-hours/","","Medicare4All"
"RT @BarakaBooks: Books for #MLKDAY  COMPLETE MUHAMMAD ALI, CHALLENGING MISSISSIPPI FIREBOMBERS, BARACK OBAMA AND THE JIM CROW MEDIAâ¦ ",1,FALSE,FALSE,821050130094784512,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",121,TRUE,"Chicago IL",275171739,"Expert print & digital distribution services for innovative publishers. Follow us on Instagram, Facebook & Tumblr @ ipgbook",FALSE,"Thu Mar 31 19:28:58 +0000 2011",7370,2086,2085,FALSE,"http://www.ipgbook.com","IPGBook","Central Time (US & Canada)","en",-21600,2474,"IPGbooknews",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.npr.org/sections/thetwo-way/2017/01/16/510082525/european-leaders-worried-by-trumps-comments-on-nato-eu?utm_source=twitter.com&utm_campaign=npr&utm_medium=social&utm_term=nprnews","","MLKDAY"
"RT @NPR: #Breaking: FBI agents arrested the wife of the Orlando nightclub shooter, Omar Mateen, at her home outside of San Fransico.",144,FALSE,FALSE,821050130229055488,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",10,FALSE,"New York, NY",2910354357,"Web design and development services, digital marketing, custom software development, and enterprise content management... info@appleform.com",FALSE,"Mon Dec 08 04:07:13 +0000 2014",194,32138,21,FALSE,"http://www.appleform.com","APPLE FORM","Eastern Time (US & Canada)","en",-18000,406,"appleformcom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breaking"
"#MLKDAY https://t.co/S5DzntmvRS",0,FALSE,FALSE,821050130421813248,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"und",38,FALSE,NA,358361264,NA,FALSE,"Fri Aug 19 20:09:29 +0000 2011",13112,569,118,FALSE,NA,"M Escovedo","Arizona","en",-25200,878,"DeskEight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/DwyaneWade/status/821016031577534464","https://t.co/S5DzntmvRS","MLKDAY"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",1002,FALSE,FALSE,821050130744872960,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",0,FALSE,"SÃ£o Vicente, Brasil",777625193334378496,"my love â¤ @justinbieber",FALSE,"Sun Sep 18 21:47:48 +0000 2016",2791,383,4567,FALSE,"https://www.facebook.com/profile.php?id=100009865488844","JULIA",NA,"pt",NA,764,"osbourne_julia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/lelepons/status/821042410725642240","","MLKDAY"
"RT @Bharper3407: Today we celebrate the Life of Dr. Martin Luther King Jrí ½í¹í ¼í¿» #MLKDAY https://t.co/KZd5nwPbur",500,FALSE,FALSE,821050130887569408,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",4,FALSE,"Bowling Green, OH",1048655888,"CLE â¡ï¸BG",FALSE,"Sun Dec 30 19:34:31 +0000 2012",36594,805,49001,FALSE,NA,"SpirituallySavage",NA,"en",NA,838,"SadiTroche",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY"
"RT @StationCDRKelly: Honoring #MLKDay today. ""The journey of a thousand miles begins with the smallest step."" https://t.co/uSV8hIzjtZ",1000,FALSE,FALSE,821050130820464640,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",3,FALSE,NA,2936349888,NA,FALSE,"Fri Dec 19 19:59:02 +0000 2014",687,14,1463,FALSE,NA,"blank",NA,"en",NA,30,"1d970336388c438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @PhillyD: On this #MLKDAY let's remember we can put more of what we want to see in the world ourselves and how we raise our câ¦ ",560,FALSE,FALSE,821050131453575168,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",2,FALSE,NA,736349749,"fill the world with music, love and pride",FALSE,"Sat Aug 04 08:12:49 +0000 2012",13559,123,4996,FALSE,"https://www.instagram.com/jenthelostgirl/","j e n f u r","Arizona","en",-25200,71,"jenthelostgirl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ift.tt/2j195al","","MLKDAY"
"RT @SoulWithoutVoic: @SoulWithoutVoic
#ihaveadream",1,FALSE,FALSE,821050131462164480,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"und",72,FALSE,"Retirees,no culture SW Florida",32675027,"Love God, Do Good, Help Change the World.22í ½í±Veganí ¼í¼±AriesâSlovakGS5í ½í³¸í ½í³± Physically in SW FL but my heart is in New England âï¸âï¸âï¸â¨",FALSE,"Sat Apr 18 00:05:28 +0000 2009",21472,351,4773,FALSE,"http://Instagram.com/missdivav","Victoria",NA,"en",NA,1383,"MissDivaV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ihaveadream"
"RT @Twins: Today we remember Martin Luther King, Jr. #MLKDay https://t.co/vtJo0ubQ92",49,FALSE,FALSE,821050131684290560,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",40,FALSE,"Frostbite Falls, MN",112954185,"Minnesota Twins and Vikings fan. Go Bison! Lactose indifferent. í ¼í¼¹í ¼í¼»í ¼í¿´",FALSE,"Wed Feb 10 06:54:10 +0000 2010",19570,357,18883,FALSE,NA,"Rich B.","Central Time (US & Canada)","en",-21600,722,"RichinMN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @HillAthletics: Thanks to @TheIceHouse for sponsrimg free donuts for @HillBasketball and @HillGirlsHoops at #MLKDay clinic https://t.co/â¦",3,FALSE,FALSE,821050131294392320,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",0,FALSE,"The Hill School, Pottstown, PA",1012182673,"The official account for The Hill School Girls' Basketball Program. Commonly referred to as HGB. Looking to hang 2 banners.",TRUE,"Fri Dec 14 23:30:59 +0000 2012",205,166,149,FALSE,"http://www.facebook.com/HillBasketballAssociation","Hill Girls' BBall","Eastern Time (US & Canada)","en",-18000,89,"HillGirlsHoops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"1999 Court Decision: The US government killed Dr. Martin Luther King Jr. #MLKÂ  #MLKDAY",0,FALSE,FALSE,821050131835256832,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",34,FALSE,"Long Beach,CA",547972823,"YoungOutKast || Dancer - $UBWAY CROOK$ || Actor || Model || Entrepreneur || YouTuBer ||",TRUE,"Sat Apr 07 23:04:37 +0000 2012",141057,2384,19138,FALSE,"https://m.youtube.com/channel/UCAMPFUnq2v7_7607VhAbrFg","BÅakÄ HÄmÄ«ltÅn","Pacific Time (US & Canada)","en",-28800,2369,"Itzghostphantom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLK MLKDAY"
"RT @UM_SPH: LIVE-STREAM NOW: 27th Annual #MLKDay Symposium #Health Science Lecture for #UMichMLKDay2017 w/ Dr. Mosoka Fallah: https://t.co/â¦",2,FALSE,FALSE,821050131927670784,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",201,FALSE,"Ann Arbor, MI",2291625156,"Institute for Healthcare Policy & Innovation unites 490 faculty @umich & @umichmedicine doing #healthservicesresearch on how healthcare works & how to improve.",TRUE,"Tue Jan 14 19:59:43 +0000 2014",8464,2286,777,FALSE,"http://ihpi.umich.edu","U-M IHPI","Eastern Time (US & Canada)","en",-18000,1608,"UM_IHPI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay Health UMichMLKDay2017"
"RT @MarkRuffalo: #MLKJr on peaceful disobedience. Now is the time to stand up and be inspired. #MLKDAY https://t.co/pJve8upRfj",857,FALSE,FALSE,821050132720418816,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",0,FALSE,"Clayco",4923841901,"People say im weird im an innovator born in D.C 6months later in Decatur Eastside where its greater age 9 im in Clayton Southside where im stationed life is a..",FALSE,"Wed Feb 17 13:35:53 +0000 2016",89,47,51,FALSE,NA,"OPJ",NA,"en",NA,224,"OPJ233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKJr MLKDAY"
"RT @JasonKander: In the continuing fight against voter suppression, #MLK said it best in his speech, Give Us the Ballot. #MLKDay https://t.â¦",67,FALSE,FALSE,821050132749754368,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",0,FALSE,NA,817893187599667200,NA,FALSE,"Sun Jan 08 00:38:26 +0000 2017",50,1,36,FALSE,NA,"Dan",NA,"en",NA,21,"getmykicks66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLK MLKDay"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",1006,FALSE,FALSE,821050132972109824,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",3,FALSE,"Brasil",796872028498305024,"InformaÃ§Ãµes sobre a Purpose Tour! Ativem as notificaÃ§Ãµes e fiquem por dentro de todas as notÃ­cias. Quaisquer dÃºvidas, mandem-nos um tweet ou uma DM.",TRUE,"Fri Nov 11 00:27:51 +0000 2016",1667,1394,211,FALSE,"http://smarturl.it/ColdWaterOutNow","Infos PWT Brasil","Pacific Time (US & Canada)","pt",-28800,1064,"infosPWTBR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/lelepons/status/821042410725642240","","MLKDAY"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",1006,FALSE,FALSE,821050132993048576,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:43:00 +0000 2017",NA,NA,"en",1,FALSE,"Croatia",751731029329768448,"I hope you guys find your purpose because you are mineí ½í²«í ½í±. I saw my lifesaver 9.11.2016.(lele is following)",FALSE,"Sat Jul 09 10:53:38 +0000 2016",3949,473,1330,FALSE,NA,"Marta Caric",NA,"hr",NA,529,"chubsstin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ow.ly/sD8f3082V8e","","MLKDAY"
